timestamp,value,epc
08/01/2023 01:07,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:07,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:07,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:09,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:09,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:09,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:11,23.75,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:11,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:11,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:13,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:13,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:13,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:15,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:15,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:15,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:17,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:17,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:17,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:19,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:19,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:19,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:21,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:21,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:21,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:23,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:23,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:23,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:25,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:25,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:25,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:27,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:27,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:27,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:29,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:29,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:29,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:31,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:31,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:31,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:33,20.25,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:33,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:33,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:35,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:35,20.25,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:35,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:37,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:37,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:37,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:39,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:39,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:39,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:41,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:41,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:41,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:43,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:43,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:43,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:45,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:45,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:45,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:47,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:47,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:47,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:49,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:49,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:49,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:51,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:51,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:51,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:53,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:53,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:53,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
